timestamp,test-class,test-method,time,description,result
2021-06-09 10:14:32.982,acme.testing.administrator.controlCheck.AdministratorShowDashboardTest,administratoDashboardPositive,4204,"administratoDashboardPositive()",expected: <0.0> but was: <0.00>
